id_donante,abandono,probabilidad_abandono,riesgo_categoria,antiguedad_meses,monto_promedio
1087,0,0.5105962789524073,Alto,57,10.45
1088,0,0.5416041577930272,Alto,15,14.46
1089,1,0.45379634327665924,Medio,34,23.32
1090,0,0.4601745078913497,Medio,6,35.34
1091,1,0.4682979496212139,Medio,17,18.45
1092,0,0.43175707020961185,Medio,48,23.24
1093,1,0.4629689214316541,Medio,49,17.51
1094,1,0.4536989257963057,Medio,57,23.47
1095,0,0.41907545993405426,Medio,20,43.43
1096,0,0.4560177101259949,Medio,9,33.58
1097,0,0.47809118732131856,Medio,59,24.23
1098,0,0.4347223990373155,Medio,5,42.2
1099,1,0.44301278680755035,Medio,23,30.26
1100,0,0.41780316747418944,Medio,33,31.34
1101,1,0.40805308795763345,Medio,38,41.43
1102,0,0.46532576665171915,Medio,56,26.57
1103,0,0.3664236186336151,Bajo,14,39.16
1104,1,0.4544837416240878,Medio,17,38.45
1105,0,0.44994446949948497,Medio,57,28.54
1106,0,0.49771279896935877,Medio,19,16.04
1107,0,0.464178956694609,Medio,33,30.13
1108,1,0.41374159201526384,Medio,1,41.37
1109,0,0.40819828972281924,Medio,13,38.2
1110,1,0.3866663599855755,Bajo,46,47.1
1111,0,0.4651856800224454,Medio,27,25.1
1112,0,0.4400754818566158,Medio,6,37.79
1113,0,0.4750762704810318,Medio,59,19.94
1114,0,0.43402625886483315,Medio,6,32.02
1115,0,0.4111747600973972,Medio,33,41.05
1116,0,0.42027996819860947,Medio,30,39.06
1117,0,0.4255464197537093,Medio,46,31.03
1118,0,0.4602303806323884,Medio,35,27.32
1119,0,0.48012485912768416,Medio,23,20.05
1120,0,0.48618954932965464,Medio,10,27.74
1121,0,0.4842920814670992,Medio,51,16.9
1122,0,0.47159812669551426,Medio,19,26.57
1123,0,0.4855941337821852,Medio,51,11.94
1124,1,0.4810732316676199,Medio,28,16.81
1125,0,0.43106596062081926,Medio,23,38.53
1126,1,0.4650056170011827,Medio,4,37.41
1127,0,0.48483847237394534,Medio,20,27.11
1128,0,0.44491632268688175,Medio,19,30.65
1129,0,0.4320397495348462,Medio,42,31.99
1130,0,4.2389394199021386e-20,Bajo,27,3460.33
1131,0,0.4412825745487618,Medio,57,33.53
1132,0,0.4818662697531635,Medio,34,16.63
1133,1,0.5355764289941348,Alto,4,5.57
1134,0,0.4490490053298642,Medio,56,19.83
1135,0,0.449328676702285,Medio,38,28.46
1136,0,0.3985194142313901,Bajo,7,39.6
1137,0,0.4580541544516664,Medio,48,32.34
1138,0,0.4309534883028214,Medio,7,35.34
1139,0,0.4142963141788899,Medio,50,21.03
1140,0,0.4373317783447906,Medio,52,29.29
1141,0,0.4620249557596334,Medio,26,30.65
1142,0,0.4642132931499312,Medio,26,22.44
1143,0,0.4963221344221603,Medio,54,19.3
1144,0,0.40821626143704043,Medio,19,27.73
1145,0,0.4442134600238159,Medio,9,36.61
1146,0,0.47495336167668856,Medio,20,20.95
1147,0,0.4782939172081756,Medio,42,27.92
1148,1,0.42487617930796684,Medio,45,43.55
1149,0,0.43162206213905396,Medio,50,24.81
1150,0,0.4421138569937494,Medio,16,30.07
1151,1,0.4354159691102318,Medio,54,28.94
1152,0,0.4484333553256864,Medio,17,28.12
1153,0,0.403725249335047,Medio,22,46.68
1154,0,0.45960584042303987,Medio,13,33.06
1155,1,0.4871905409246721,Medio,12,14.3
1156,0,0.43708453660370084,Medio,10,45.28
1157,1,0.4634743498894549,Medio,1,32.75
1158,0,0.44615440202462514,Medio,32,26.26
1159,0,0.379220318997193,Bajo,30,43.49
1160,0,0.4848054995360373,Medio,8,22.21
1161,0,0.34780323849891576,Bajo,21,47.16
1162,1,0.45608925511025267,Medio,22,30.93
1163,1,0.4332067824666571,Medio,18,40.06
1164,0,0.3771978353904599,Bajo,2,60.68
1165,0,0.41278074580812985,Medio,48,31.8
1166,0,0.4335051189056831,Medio,44,29.03
1167,0,0.4339157048317907,Medio,9,19.33
1168,0,0.4747399704625349,Medio,3,28.79
1169,0,0.44352885729879726,Medio,54,19.64
1170,0,0.4847357889057719,Medio,26,28.13
1171,0,0.36275768973418004,Bajo,21,58.95
1172,1,0.46934813876782105,Medio,30,31.2
1173,0,0.47482245198925616,Medio,28,24.46
1174,1,0.4429115058747916,Medio,36,27.9
1175,0,0.4994941768834789,Medio,26,25.88
1176,0,0.4148447986609805,Medio,34,40.48
1177,0,0.4503004439427226,Medio,8,29.1
1178,0,0.36543480340107465,Bajo,10,46.09
1179,1,0.4582117067323004,Medio,48,26.84
1180,0,0.4487458124040012,Medio,55,27.48
1181,0,0.4220512690482584,Medio,43,21.03
1182,0,0.4531527067377891,Medio,50,26.17
1183,0,0.49579309349571843,Medio,54,12.66
1184,1,0.5348113884672501,Alto,14,8.7
1185,0,0.4465752509037923,Medio,40,36.25
1186,1,0.5092007295707586,Alto,55,12.55
1187,0,0.423771558848344,Medio,15,34.06
1188,0,0.4846529823304734,Medio,17,25.0
1189,0,0.4271655171118792,Medio,53,39.4
1190,1,0.5010477919451926,Alto,18,12.77
1191,1,0.4058439150103265,Medio,32,35.98
1192,1,0.42947605984320913,Medio,38,33.32
1193,0,0.4536401805318044,Medio,23,33.63
1194,0,0.4158123837336538,Medio,46,41.24
1195,0,0.40431065504181746,Medio,23,30.7
1196,0,0.48956661094538995,Medio,35,5.52
1197,0,0.42922114745089984,Medio,39,34.49
1198,0,0.4366070291871648,Medio,15,33.2
1199,0,0.4557268726744965,Medio,53,27.55
1200,0,0.47277612667412816,Medio,24,21.58
1201,1,0.48626990486152594,Medio,28,26.39
1202,1,0.40644187528592607,Medio,16,44.58
1203,0,0.46373899963555065,Medio,16,20.8
1204,0,0.5105780059874415,Alto,40,12.6
1205,0,0.4959118430153723,Medio,39,15.32
1206,0,0.47368039125002825,Medio,6,29.65
1207,0,0.40045378822104377,Medio,2,46.71
1208,0,0.3542613109132769,Bajo,54,52.05
1209,0,0.4258461522362737,Medio,13,36.5
1210,0,0.46001457788136446,Medio,44,20.19
1211,1,0.4956128545088554,Medio,47,21.25
1212,0,0.385645197533964,Bajo,59,38.76
1213,0,0.4067875567675573,Medio,9,43.32
1214,0,0.4614024229529796,Medio,34,23.58
1215,0,0.4012661748070273,Medio,17,44.24
1216,0,0.45504543154086907,Medio,27,27.7
1217,0,0.3891384898851958,Bajo,29,37.14
1218,1,0.40878971296803684,Medio,37,41.45
1219,0,0.5332698042245542,Alto,43,15.18
1220,0,0.4302163736630066,Medio,22,34.51
1221,0,0.3734247780135037,Bajo,51,44.29
1222,0,0.4633107478481934,Medio,24,24.39
1223,0,0.508205083849304,Alto,7,19.43
1224,0,0.3972612230130091,Bajo,34,34.95
1225,0,0.4235442603687469,Medio,48,31.33
1226,0,0.45367276384064376,Medio,12,26.73
1227,1,0.44169051732919956,Medio,23,29.98
1228,0,0.474385327710925,Medio,15,13.3
1229,0,0.4102268822265529,Medio,33,34.04
1230,0,0.41296867222271894,Medio,57,45.93
1231,0,0.4654158734842982,Medio,13,22.85
1232,0,0.5149516900066885,Alto,23,21.72
1233,0,0.47267571037634615,Medio,38,31.73
1234,0,0.35649580003835074,Bajo,32,58.46
1235,0,0.3934262061904891,Bajo,45,41.0
1236,0,0.4434915223475992,Medio,50,29.06
1237,0,0.45309082050993715,Medio,35,30.4
1238,1,0.41815004895794805,Medio,1,41.99
1239,0,0.48207565789551254,Medio,47,20.91
1240,0,0.3945235183202623,Bajo,58,36.12
1241,0,0.46327421524240153,Medio,45,18.83
1242,1,0.4265101477662283,Medio,5,39.25
1243,0,0.4452806819058211,Medio,57,27.06
1244,1,0.41579014223578703,Medio,13,32.01
1245,0,0.4295613368191871,Medio,54,26.41
1246,0,0.42690954518113294,Medio,5,36.99
1247,0,0.4377043978226881,Medio,60,28.25
1248,0,0.3689082482395155,Bajo,32,51.58
1249,0,0.38593357338108664,Bajo,51,44.19
1250,0,0.48487698941028956,Medio,21,16.96
1251,0,0.44594348374063036,Medio,24,31.91
1252,0,0.35349554523935595,Bajo,60,37.35
1253,0,0.46806888106561023,Medio,18,25.42
1254,0,0.38226795602184344,Bajo,21,42.12
1255,1,0.39817816568895353,Bajo,54,40.95
1256,0,0.4823529917380374,Medio,10,29.16
1257,0,0.4138915971885061,Medio,24,39.81
1258,1,0.5323873296444523,Alto,40,5.89
1259,0,0.42879356275310937,Medio,47,43.58
1260,0,0.4269728326544001,Medio,21,38.87
1261,0,0.5138659138491892,Alto,25,19.12
1262,0,0.4011219649204586,Medio,52,32.52
1263,1,0.4966770687579107,Medio,60,9.74
1264,0,0.48514561272459444,Medio,57,22.37
1265,0,0.41915271501956464,Medio,59,40.96
1266,0,0.4566636229492402,Medio,23,29.87
1267,0,0.42913434969456626,Medio,22,29.32
1268,0,0.45258718275789883,Medio,4,30.45
1269,0,0.402079474598962,Medio,34,29.29
1270,0,0.40182542660281645,Medio,56,39.87
1271,0,0.47470016611860977,Medio,6,23.81
1272,0,0.4197960177466349,Medio,28,34.19
1273,1,0.4781412621267044,Medio,31,18.55
1274,0,0.4144086586863227,Medio,35,37.41
1275,0,0.46828197848955155,Medio,39,26.79
1276,0,0.4410063986213864,Medio,42,29.59
1277,1,0.4709870311661529,Medio,23,26.38
1278,0,0.4956114189614677,Medio,6,27.64
1279,0,0.468417326366305,Medio,16,19.95
1280,0,0.45932054493073826,Medio,2,33.29
1281,0,0.4354163552597177,Medio,24,35.55
1282,0,0.48668611326726136,Medio,17,16.69
1283,0,0.4212574086680718,Medio,45,24.04
1284,0,0.46666609302265705,Medio,1,30.3
1285,0,0.5125150071558409,Alto,6,24.01
1286,0,0.4773474778419467,Medio,5,27.77
1287,0,0.4089932215904293,Medio,57,46.16
1288,1,0.4951249664416235,Medio,45,19.82
1289,0,0.4820393967183491,Medio,60,6.88
1290,0,0.4729495477208503,Medio,55,24.01
1291,0,0.43890245181272725,Medio,50,26.72
1292,1,0.4402031154576761,Medio,29,25.1
1293,0,0.43684619763095733,Medio,12,32.69
1294,1,0.4355271558753645,Medio,39,19.72
1295,0,0.4824525989451954,Medio,47,18.25
1296,0,0.4865036219246838,Medio,3,23.26
1297,0,0.45053489944597724,Medio,48,23.46
1298,0,0.3978558851677095,Bajo,1,51.21
1299,0,0.394348863445043,Bajo,27,45.52
1300,1,0.47192213992214344,Medio,48,13.3
1301,0,0.48914265423646436,Medio,24,10.7
1302,0,0.47713192760867756,Medio,44,29.14
1303,0,0.3976900093198336,Bajo,19,49.12
1304,1,0.40573723277192114,Medio,59,36.66
1305,0,0.4370347764699685,Medio,8,29.67
1306,0,0.4484327761555955,Medio,55,25.44
1307,0,0.43234216284144683,Medio,44,40.77
1308,0,0.38397545297219254,Bajo,47,31.78
1309,0,0.41157860467327845,Medio,2,47.32
1310,0,0.5061290062923866,Alto,30,13.12
1311,1,0.42749519680029574,Medio,30,34.24
1312,1,0.44333519901276597,Medio,49,24.37
1313,0,0.4051944138707166,Medio,39,34.14
1314,0,0.4348765818968829,Medio,45,32.51
1315,0,0.4510641913335206,Medio,32,35.1
1316,0,0.4482544205590415,Medio,1,39.78
1317,0,0.4089859517398318,Medio,38,43.9
1318,0,0.3829000691967719,Bajo,13,49.52
1319,1,0.4695061668406144,Medio,11,30.16
1320,0,0.455465760178121,Medio,10,24.58
1321,0,0.4937482621431373,Medio,48,17.74
1322,0,0.4382304008666005,Medio,59,34.35
1323,1,0.39744777841508355,Bajo,26,38.35
1324,0,0.49577741884010146,Medio,56,16.52
1325,0,0.40721744691368716,Medio,55,41.45
1326,1,0.47064578215339903,Medio,20,28.99
1327,0,0.526592313866558,Alto,17,17.44
1328,0,0.49565611270755416,Medio,17,21.52
1329,0,0.5075426207534645,Alto,4,20.57
1330,1,0.5052350600350787,Alto,5,20.75
1331,0,0.3943315861373756,Bajo,60,35.7
1332,1,0.41857481857705536,Medio,23,38.64
1333,1,0.3802111277660564,Bajo,46,46.99
1334,0,0.44945995082359436,Medio,52,23.02
1335,0,0.44131662341837796,Medio,10,33.43
1336,0,0.456105577725909,Medio,46,23.53
1337,0,0.4482009989587385,Medio,28,30.2
1338,0,0.4693365370028243,Medio,33,15.2
1339,0,0.5062802748584757,Alto,43,18.77
1340,0,0.4244243298963054,Medio,26,38.03
1341,1,0.5193160991185388,Alto,55,15.17
1342,1,0.4465419398492643,Medio,50,36.15
1343,0,0.4649148931063227,Medio,48,23.24
1344,0,0.5403949986444072,Alto,29,10.74
1345,1,0.4915737659050078,Medio,27,5.39
1346,1,0.4209816684838543,Medio,18,44.63
1347,0,0.5366281036652532,Alto,40,10.95
1348,0,0.4220625947374922,Medio,60,29.36
1349,0,0.4188647570399723,Medio,10,33.54
1350,0,0.490295279985542,Medio,58,16.87
1351,0,0.49360941501829403,Medio,42,24.46
1352,1,0.43667904048242806,Medio,5,34.79
1353,1,0.4590679646372455,Medio,10,32.93
1354,0,0.443196130780275,Medio,50,25.39
1355,0,0.4480022277839746,Medio,21,32.37
1356,0,0.47714394558577244,Medio,24,28.98
1357,0,0.4714659405820537,Medio,38,20.3
1358,0,0.4326156231967903,Medio,3,42.0
1359,1,0.4324429628445651,Medio,40,32.07
1360,0,0.5251377488721723,Alto,31,11.58
1361,0,0.38494517991862975,Bajo,41,35.22
1362,0,0.48938387717396653,Medio,37,23.84
1363,0,0.4603834653464853,Medio,2,27.11
1364,1,0.48256168615609707,Medio,2,30.08
1365,0,0.474380471441923,Medio,39,22.07
1366,0,0.3386474845608044,Bajo,49,48.03
1367,1,0.4879176610006269,Medio,42,15.07
1368,0,0.43030150132007156,Medio,44,30.57
1369,0,0.4461158987253406,Medio,34,33.81
1370,0,0.4222453644249025,Medio,42,30.41
1371,0,0.4522375603145403,Medio,20,28.09
1372,0,0.44165832684893946,Medio,33,26.23
1373,0,0.46370763432945744,Medio,4,21.97
1374,0,0.45785733977130727,Medio,45,21.79
1375,0,0.389965151960737,Bajo,44,41.59
1376,1,0.4344511336079923,Medio,11,25.58
1377,0,0.37673817793589975,Bajo,42,51.32
1378,1,0.4052742192580128,Medio,47,36.69
1379,0,0.5444071112770569,Alto,5,6.68
1380,0,0.4168060340627215,Medio,25,38.83
1381,0,0.42951664232139086,Medio,49,29.47
1382,0,0.46106724885922484,Medio,60,16.1
1383,0,0.4288909763552374,Medio,37,43.04
1384,0,0.4546120128110894,Medio,34,25.64
1385,1,0.45126268006764325,Medio,9,24.79
1386,1,0.449049394345072,Medio,6,33.75
1387,0,0.40450295008566683,Medio,18,41.43
1388,0,0.4524653193840743,Medio,14,31.13
1389,0,0.4518312030138042,Medio,19,30.42
1390,0,0.47399912538993166,Medio,14,23.03
1391,1,0.416349550402809,Medio,40,41.26
1392,0,0.46217730886307523,Medio,17,31.23
1393,0,0.42322115233341556,Medio,60,27.75
1394,0,0.45331623477300825,Medio,35,26.5
1395,0,0.3653820212356,Bajo,29,40.27
1396,0,0.44582262325068955,Medio,42,27.38
1397,0,0.4328842875170059,Medio,17,40.29
1398,0,0.45268206060108007,Medio,59,25.28
1399,0,0.4123039433763025,Medio,43,37.22
1400,0,0.47057568169440916,Medio,8,32.07
1401,0,0.5230518243712095,Alto,1,20.49
1402,1,0.44568424949070656,Medio,45,29.13
1403,1,0.5135208314712255,Alto,53,8.09
1404,1,0.47475711975279583,Medio,36,22.56
1405,1,0.4838133238055295,Medio,7,14.22
1406,0,0.36329949387689353,Bajo,46,49.98
1407,0,0.47625711532369613,Medio,5,14.34
1408,0,0.3570077791386422,Bajo,24,55.86
1409,1,0.4342850950722839,Medio,28,35.14
1410,0,0.43815172480503356,Medio,43,24.81
1411,0,0.37943930807652687,Bajo,17,38.06
1412,1,0.4512059126196415,Medio,37,23.55
1413,0,0.5119606288915691,Alto,20,15.9
1414,0,0.46324312267764345,Medio,3,30.79
1415,0,0.43677040973882,Medio,37,37.0
1416,0,0.43377496939493443,Medio,26,42.78
1417,0,0.4238008473932034,Medio,15,34.98
1418,0,0.38961581506958853,Bajo,51,24.71
1419,0,0.3676651295448561,Bajo,48,43.86
1420,0,0.40250448227133434,Medio,8,41.63
1421,0,0.45002653981994795,Medio,13,32.69
1422,0,0.3938839691085981,Bajo,48,42.11
1423,1,0.4187022440993531,Medio,3,51.85
1424,1,0.5242548700749994,Alto,1,24.56
1425,1,0.5038536851478315,Alto,9,21.0
1426,0,0.49425541678844237,Medio,31,24.27
1427,0,0.512619658101021,Alto,41,16.5
1428,0,0.4014359359027288,Medio,54,35.91
1429,0,0.44028064798698435,Medio,26,13.9
1430,0,0.3999842283973925,Bajo,17,42.65
1431,0,0.43824870057521387,Medio,56,23.28
1432,0,0.3725001694576818,Bajo,34,43.59
1433,1,0.5402016894595235,Alto,9,5.57
1434,0,0.4328143824063434,Medio,56,26.15
1435,1,0.4757410181227519,Medio,51,17.07
1436,0,0.4212322817520091,Medio,13,43.53
1437,0,0.3931226846781348,Bajo,5,46.79
1438,1,0.5207150420110123,Alto,41,6.56
1439,1,0.42062682971060106,Medio,13,38.66
1440,1,0.43001496409276735,Medio,1,40.69
1441,0,0.4369293364881491,Medio,25,33.26
1442,0,0.4389855834822068,Medio,47,35.88
1443,0,0.39450581785601924,Bajo,4,35.16
1444,0,0.35262183312921247,Bajo,36,38.7
1445,0,0.44845506825439885,Medio,52,19.08
1446,1,0.41790298000418086,Medio,10,42.0
1447,1,0.4533077877210596,Medio,28,32.09
1448,0,0.4000295375806298,Medio,57,31.49
1449,0,0.389721275962107,Bajo,6,35.67
1450,0,0.49279842942044166,Medio,27,17.29
1451,0,0.46617192993712764,Medio,56,14.47
1452,0,0.4900001598502926,Medio,12,28.79
1453,0,0.39143578076845637,Bajo,52,45.44
1454,0,0.46347208548210356,Medio,48,18.15
1455,0,0.46476466670369015,Medio,3,31.75
1456,1,0.4829401535355682,Medio,46,22.83
1457,0,0.48653021931817275,Medio,33,21.49
1458,0,0.4545191158371367,Medio,10,35.01
1459,0,0.40694872733368437,Medio,31,37.59
1460,0,0.49218211309904125,Medio,15,22.12
1461,0,0.44150708874957906,Medio,7,43.87
1462,0,0.460799856112457,Medio,36,34.23
1463,0,0.43908236254035743,Medio,14,27.58
1464,0,0.4491874966491175,Medio,56,33.48
1465,0,0.35946722639266093,Bajo,48,50.36
1466,0,0.40079739513055557,Medio,14,37.54
1467,0,0.4958559626579109,Medio,3,23.01
1468,0,0.4376077011714156,Medio,49,29.81
1469,0,0.41837103056644215,Medio,53,31.31
1470,0,0.416522099554889,Medio,46,36.65
1471,0,0.44229887022370434,Medio,50,32.4
1472,0,0.4144151394206686,Medio,3,48.95
1473,1,0.4497448791094037,Medio,22,27.73
1474,1,0.4925203213635247,Medio,19,12.7
1475,0,0.4604408765720716,Medio,35,32.15
1476,0,0.4731655213758209,Medio,12,25.59
1477,0,0.47414460763798955,Medio,54,14.96
1478,0,0.5038881369090583,Alto,5,22.96
1479,0,0.4595331339962916,Medio,10,26.42
1480,0,0.43153561895784787,Medio,41,41.4
1481,0,0.5214241730547478,Alto,33,15.17
1482,0,0.433265474920665,Medio,13,33.5
1483,1,0.3948568262003269,Bajo,35,52.2
1484,0,0.444278933511914,Medio,51,28.25
1485,0,0.43688366256372024,Medio,32,27.96
1486,0,0.4327591617546424,Medio,11,37.2
1487,0,0.4345813370796119,Medio,48,35.22
1488,0,0.42058324790927887,Medio,38,44.18
1489,0,0.45649297235460545,Medio,24,28.33
1490,0,0.41794477096071886,Medio,35,37.02
1491,1,0.4457711105571579,Medio,19,37.18
1492,0,0.5029599665766749,Alto,6,26.64
1493,0,0.4244276275936741,Medio,40,28.86
1494,0,0.43633847102152107,Medio,54,29.89
1495,0,0.4783727389228619,Medio,45,17.62
1496,1,0.41208208644315564,Medio,44,26.11
1497,0,0.4356761053816083,Medio,42,44.96
1498,0,0.4172415496668668,Medio,35,40.38
1499,0,0.47137765752203625,Medio,4,24.2
1500,0,0.47363509748211824,Medio,33,29.84
1501,0,0.42331080205467003,Medio,13,39.71
1502,0,0.41738011576743245,Medio,56,34.43
1503,0,0.3775553806837849,Bajo,36,38.0
1504,0,0.4131297827685744,Medio,54,35.34
1505,0,0.42805620181762905,Medio,43,32.15
1506,0,0.4694194724713923,Medio,19,28.34
1507,0,0.4834746886008329,Medio,43,18.05
1508,1,0.4481813271870364,Medio,12,36.92
1509,1,0.4811066002217464,Medio,11,27.78
1510,1,0.5340279674991835,Alto,6,13.52
1511,0,0.47551709743963877,Medio,12,24.54
1512,0,0.43026471303096936,Medio,27,38.52
1513,1,0.49658099921256055,Medio,41,10.84
1514,1,0.4714390752263254,Medio,25,19.7
1515,0,0.42596655020263624,Medio,42,31.37
1516,0,0.3989230861463791,Bajo,3,44.06
1517,0,0.38608395613977287,Bajo,3,40.0
1518,1,0.41027198163274664,Medio,20,45.02
1519,0,0.4472437544332428,Medio,28,32.08
1520,0,0.47433297995974905,Medio,23,27.91
1521,1,0.4466134807043828,Medio,48,38.43
1522,0,0.43974898051908334,Medio,3,21.01
1523,0,0.5009358364955258,Alto,42,20.23
1524,0,0.5081114018754047,Alto,24,18.45
1525,0,0.4024348258735688,Medio,43,40.89
1526,0,0.4726966691425329,Medio,40,21.65
1527,0,0.4729551610622403,Medio,6,40.01
1528,0,0.4515092685001277,Medio,20,31.48
1529,0,0.45007964964522756,Medio,11,41.02
1530,0,0.4754278075489887,Medio,32,18.95
1531,1,0.4417747055790474,Medio,60,23.74
1532,1,0.42058215114334463,Medio,27,34.54
1533,0,0.49494180259175463,Medio,21,25.69
1534,1,0.5475889919475322,Alto,44,5.07
1535,0,0.4617456311196167,Medio,48,16.28
1536,0,0.4938060147824646,Medio,50,18.87
1537,0,0.4898715854390311,Medio,13,19.61
1538,0,0.4228016632323251,Medio,22,36.82
1539,0,0.4632050616460595,Medio,35,33.37
1540,0,0.44471271216872305,Medio,47,31.62
1541,1,0.39489335854560104,Bajo,22,50.09
1542,0,0.4334766830833138,Medio,28,41.75
1543,0,0.43370161948496144,Medio,21,38.02
1544,0,0.5090447678844421,Alto,46,15.05
1545,0,0.48402207156120697,Medio,18,30.6
1546,0,0.3863071382588058,Bajo,31,32.99
1547,0,0.4507345436721553,Medio,60,25.85
1548,0,0.36425139898026265,Bajo,46,47.06
1549,0,0.44205209335241696,Medio,37,30.51
1550,1,0.5167711142507544,Alto,21,17.72
1551,0,0.5093389179408728,Alto,14,20.03
1552,0,0.3730069342686924,Bajo,25,52.82
1553,0,0.4793312550795893,Medio,27,25.8
1554,1,0.5166775736916126,Alto,40,9.21
1555,0,0.4409501261056961,Medio,60,24.01
1556,0,0.49173578457954903,Medio,60,11.73
1557,1,0.4187322676720808,Medio,23,39.17
1558,0,0.5195368569650531,Alto,31,10.45
1559,1,0.48354822938362285,Medio,47,15.98
1560,0,0.44038762223361044,Medio,60,30.04
1561,0,0.4207214578207636,Medio,29,41.09
1562,0,0.414955221012523,Medio,47,29.31
1563,0,0.48675256361626357,Medio,30,17.42
1564,0,0.4341029192029671,Medio,51,31.83
1565,0,0.4471888464352027,Medio,26,25.32
1566,0,0.42457544459340796,Medio,20,41.33
1567,0,0.3826776502015858,Bajo,38,38.55
1568,0,0.5081384266070068,Alto,19,24.63
1569,1,0.4126085546399011,Medio,27,37.8
1570,0,0.383119272851931,Bajo,25,32.71
1571,0,0.42396319100672064,Medio,40,43.67
1572,0,0.4107600110493009,Medio,38,37.37
1573,1,0.39417371804105006,Bajo,52,35.47
1574,1,0.4398968256665647,Medio,23,43.28
1575,0,0.44536671040000886,Medio,29,30.15
1576,1,0.5017607353721593,Alto,15,22.27
1577,0,0.3992270518492175,Bajo,59,32.01
