id_donante,abandono,probabilidad_abandono,riesgo_categoria,antiguedad_meses,monto_promedio
1083,0,0.08,Bajo,50,43.76
1084,0,0.05,Bajo,15,30.85
1085,0,0.02,Bajo,12,47.33
1086,0,0.12,Bajo,49,23.78
1087,0,0.09,Bajo,57,10.45
1088,0,0.01,Bajo,15,14.46
1089,1,0.68,Medio,34,23.32
1090,0,0.08,Bajo,6,35.34
1091,1,0.36,Bajo,17,18.45
1092,0,0.21,Bajo,48,23.24
1093,1,0.67,Medio,49,17.51
1094,1,0.72,Alto,57,23.47
1095,0,0.06,Bajo,20,43.43
1096,0,0.13,Bajo,9,33.58
1097,0,0.11,Bajo,59,24.23
1098,0,0.08,Bajo,5,42.2
1099,1,0.74,Alto,23,30.26
1100,0,0.09,Bajo,33,31.34
1101,1,0.78,Alto,38,41.43
1102,0,0.12,Bajo,56,26.57
1103,0,0.05,Bajo,14,39.16
1104,1,0.86,Alto,17,38.45
1105,0,0.1,Bajo,57,28.54
1106,0,0.05,Bajo,19,16.04
1107,0,0.04,Bajo,33,30.13
1108,1,0.78,Alto,1,41.37
1109,0,0.08,Bajo,13,38.2
1110,1,0.39,Bajo,46,47.1
1111,0,0.04,Bajo,27,25.1
1112,0,0.17,Bajo,6,37.79
1113,0,0.05,Bajo,59,19.94
1114,0,0.09,Bajo,6,32.02
1115,0,0.09,Bajo,33,41.05
1116,0,0.14,Bajo,30,39.06
1117,0,0.05,Bajo,46,31.03
1118,0,0.05,Bajo,35,27.32
1119,0,0.07,Bajo,23,20.05
1120,0,0.05,Bajo,10,27.74
1121,0,0.08,Bajo,51,16.9
1122,0,0.4,Bajo,19,26.57
1123,0,0.1,Bajo,51,11.94
1124,1,0.64,Medio,28,16.81
1125,0,0.09,Bajo,23,38.53
1126,1,0.7,Medio,4,37.41
1127,0,0.19,Bajo,20,27.11
1128,0,0.11,Bajo,19,30.65
1129,0,0.06,Bajo,42,31.99
1130,0,0.15,Bajo,27,3460.33
1131,0,0.0,,57,33.53
1132,0,0.09,Bajo,34,16.63
1133,1,0.69,Medio,4,5.57
1134,0,0.17,Bajo,56,19.83
1135,0,0.03,Bajo,38,28.46
1136,0,0.02,Bajo,7,39.6
1137,0,0.05,Bajo,48,32.34
1138,0,0.1,Bajo,7,35.34
1139,0,0.08,Bajo,50,21.03
1140,0,0.19,Bajo,52,29.29
1141,0,0.06,Bajo,26,30.65
1142,0,0.01,Bajo,26,22.44
1143,0,0.08,Bajo,54,19.3
1144,0,0.09,Bajo,19,27.73
1145,0,0.29,Bajo,9,36.61
1146,0,0.21,Bajo,20,20.95
1147,0,0.15,Bajo,42,27.92
1148,1,0.71,Alto,45,43.55
1149,0,0.06,Bajo,50,24.81
1150,0,0.05,Bajo,16,30.07
1151,1,0.66,Medio,54,28.94
1152,0,0.18,Bajo,17,28.12
1153,0,0.06,Bajo,22,46.68
1154,0,0.13,Bajo,13,33.06
1155,1,0.8,Alto,12,14.3
1156,0,0.09,Bajo,10,45.28
1157,1,0.8,Alto,1,32.75
1158,0,0.06,Bajo,32,26.26
1159,0,0.02,Bajo,30,43.49
1160,0,0.1,Bajo,8,22.21
1161,0,0.06,Bajo,21,47.16
1162,1,0.69,Medio,22,30.93
1163,1,0.72,Alto,18,40.06
1164,0,0.25,Bajo,2,60.68
1165,0,0.09,Bajo,48,31.8
1166,0,0.12,Bajo,44,29.03
1167,0,0.07,Bajo,9,19.33
1168,0,0.21,Bajo,3,28.79
1169,0,0.1,Bajo,54,19.64
1170,0,0.03,Bajo,26,28.13
1171,0,0.19,Bajo,21,58.95
1172,1,0.8,Alto,30,31.2
1173,0,0.14,Bajo,28,24.46
1174,1,0.71,Alto,36,27.9
1175,0,0.07,Bajo,26,25.88
1176,0,0.08,Bajo,34,40.48
1177,0,0.0,,8,29.1
1178,0,0.07,Bajo,10,46.09
1179,1,0.72,Alto,48,26.84
1180,0,0.01,Bajo,55,27.48
1181,0,0.08,Bajo,43,21.03
1182,0,0.03,Bajo,50,26.17
1183,0,0.09,Bajo,54,12.66
1184,1,0.52,Medio,14,8.7
1185,0,0.02,Bajo,40,36.25
1186,1,0.73,Alto,55,12.55
1187,0,0.05,Bajo,15,34.06
1188,0,0.06,Bajo,17,25.0
1189,0,0.03,Bajo,53,39.4
1190,1,0.11,Bajo,18,12.77
1191,1,0.8,Alto,32,35.98
1192,1,0.58,Medio,38,33.32
1193,0,0.21,Bajo,23,33.63
1194,0,0.14,Bajo,46,41.24
1195,0,0.05,Bajo,23,30.7
1196,0,0.08,Bajo,35,5.52
1197,0,0.05,Bajo,39,34.49
1198,0,0.06,Bajo,15,33.2
1199,0,0.08,Bajo,53,27.55
1200,0,0.23,Bajo,24,21.58
1201,1,0.23,Bajo,28,26.39
1202,1,0.66,Medio,16,44.58
1203,0,0.13,Bajo,16,20.8
1204,0,0.08,Bajo,40,12.6
1205,0,0.04,Bajo,39,15.32
1206,0,0.11,Bajo,6,29.65
1207,0,0.11,Bajo,2,46.71
1208,0,0.06,Bajo,54,52.05
1209,0,0.12,Bajo,13,36.5
1210,0,0.37,Bajo,44,20.19
1211,1,0.7,Medio,47,21.25
1212,0,0.05,Bajo,59,38.76
1213,0,0.14,Bajo,9,43.32
1214,0,0.01,Bajo,34,23.58
1215,0,0.07,Bajo,17,44.24
1216,0,0.05,Bajo,27,27.7
1217,0,0.03,Bajo,29,37.14
1218,1,0.68,Medio,37,41.45
1219,0,0.1,Bajo,43,15.18
1220,0,0.14,Bajo,22,34.51
1221,0,0.08,Bajo,51,44.29
1222,0,0.0,,24,24.39
1223,0,0.37,Bajo,7,19.43
1224,0,0.01,Bajo,34,34.95
1225,0,0.05,Bajo,48,31.33
1226,0,0.09,Bajo,12,26.73
1227,1,0.78,Alto,23,29.98
1228,0,0.06,Bajo,15,13.3
1229,0,0.09,Bajo,33,34.04
1230,0,0.11,Bajo,57,45.93
1231,0,0.09,Bajo,13,22.85
1232,0,0.07,Bajo,23,21.72
1233,0,0.07,Bajo,38,31.73
1234,0,0.15,Bajo,32,58.46
1235,0,0.15,Bajo,45,41.0
1236,0,0.07,Bajo,50,29.06
1237,0,0.06,Bajo,35,30.4
1238,1,0.81,Alto,1,41.99
1239,0,0.05,Bajo,47,20.91
1240,0,0.12,Bajo,58,36.12
1241,0,0.05,Bajo,45,18.83
1242,1,0.3462476894639556,Bajo,5,39.25
1243,0,0.14,Bajo,57,27.06
1244,1,0.68,Medio,13,32.01
1245,0,0.13,Bajo,54,26.41
1246,0,0.16,Bajo,5,36.99
1247,0,0.19,Bajo,60,28.25
1248,0,0.09,Bajo,32,51.58
1249,0,0.13624768946395563,Bajo,51,44.19
1250,0,0.13,Bajo,21,16.96
1251,0,0.05,Bajo,24,31.91
1252,0,0.25,Bajo,60,37.35
1253,0,0.3,Bajo,18,25.42
1254,0,0.02,Bajo,21,42.12
1255,1,0.8262476894639557,Alto,54,40.95
1256,0,0.28,Bajo,10,29.16
1257,0,0.07,Bajo,24,39.81
1258,1,0.79,Alto,40,5.89
1259,0,0.38,Bajo,47,43.58
1260,0,0.02,Bajo,21,38.87
1261,0,0.03,Bajo,25,19.12
1262,0,0.03,Bajo,52,32.52
1263,1,0.78,Alto,60,9.74
1264,0,0.06,Bajo,57,22.37
1265,0,0.12,Bajo,59,40.96
1266,0,0.09,Bajo,23,29.87
1267,0,0.02,Bajo,22,29.32
1268,0,0.14,Bajo,4,30.45
1269,0,0.28,Bajo,34,29.29
1270,0,0.06,Bajo,56,39.87
1271,0,0.18,Bajo,6,23.81
1272,0,0.01,Bajo,28,34.19
1273,1,0.71,Alto,31,18.55
1274,0,0.08,Bajo,35,37.41
1275,0,0.04,Bajo,39,26.79
1276,0,0.01,Bajo,42,29.59
1277,1,0.77,Alto,23,26.38
1278,0,0.05,Bajo,6,27.64
1279,0,0.16,Bajo,16,19.95
1280,0,0.18,Bajo,2,33.29
1281,0,0.02,Bajo,24,35.55
1282,0,0.0,,17,16.69
1283,0,0.24,Bajo,45,24.04
1284,0,0.14,Bajo,1,30.3
1285,0,0.05,Bajo,6,24.01
1286,0,0.11,Bajo,5,27.77
1287,0,0.07,Bajo,57,46.16
1288,1,0.79,Alto,45,19.82
1289,0,0.2,Bajo,60,6.88
1290,0,0.11,Bajo,55,24.01
1291,0,0.0,,50,26.72
1292,1,0.44,Medio,29,25.1
1293,0,0.06,Bajo,12,32.69
1294,1,0.7,Medio,39,19.72
1295,0,0.04,Bajo,47,18.25
1296,0,0.07,Bajo,3,23.26
1297,0,0.06,Bajo,48,23.46
1298,0,0.48,Medio,1,51.21
1299,0,0.04,Bajo,27,45.52
1300,1,0.67,Medio,48,13.3
1301,0,0.09,Bajo,24,10.7
1302,0,0.05,Bajo,44,29.14
1303,0,0.08,Bajo,19,49.12
1304,1,0.76,Alto,59,36.66
1305,0,0.08,Bajo,8,29.67
1306,0,0.12,Bajo,55,25.44
1307,0,0.43,Medio,44,40.77
1308,0,0.06,Bajo,47,31.78
1309,0,0.12,Bajo,2,47.32
1310,0,0.04,Bajo,30,13.12
1311,1,0.74,Alto,30,34.24
1312,1,0.68,Medio,49,24.37
1313,0,0.17,Bajo,39,34.14
1314,0,0.1,Bajo,45,32.51
1315,0,0.1,Bajo,32,35.1
1316,0,0.05,Bajo,1,39.78
1317,0,0.07,Bajo,38,43.9
1318,0,0.09,Bajo,13,49.52
1319,1,0.67,Medio,11,30.16
1320,0,0.08,Bajo,10,24.58
1321,0,0.08,Bajo,48,17.74
1322,0,0.17,Bajo,59,34.35
1323,1,0.61,Medio,26,38.35
1324,0,0.17,Bajo,56,16.52
1325,0,0.15,Bajo,55,41.45
1326,1,0.77,Alto,20,28.99
1327,0,0.03,Bajo,17,17.44
1328,0,0.07,Bajo,17,21.52
1329,0,0.12,Bajo,4,20.57
1330,1,0.71,Alto,5,20.75
1331,0,0.02,Bajo,60,35.7
1332,1,0.63,Medio,23,38.64
1333,1,0.8,Alto,46,46.99
1334,0,0.1,Bajo,52,23.02
1335,0,0.07,Bajo,10,33.43
1336,0,0.39,Bajo,46,23.53
1337,0,0.05,Bajo,28,30.2
1338,0,0.11,Bajo,33,15.2
1339,0,0.13,Bajo,43,18.77
1340,0,0.04,Bajo,26,38.03
1341,1,0.71,Alto,55,15.17
1342,1,0.62,Medio,50,36.15
1343,0,0.06,Bajo,48,23.24
1344,0,0.16,Bajo,29,10.74
1345,1,0.78,Alto,27,5.39
1346,1,0.8,Alto,18,44.63
1347,0,0.14,Bajo,40,10.95
1348,0,0.07,Bajo,60,29.36
1349,0,0.07,Bajo,10,33.54
1350,0,0.08,Bajo,58,16.87
1351,0,0.1,Bajo,42,24.46
1352,1,0.32,Bajo,5,34.79
1353,1,0.63,Medio,10,32.93
1354,0,0.16,Bajo,50,25.39
1355,0,0.0,,21,32.37
1356,0,0.0,,24,28.98
1357,0,0.08,Bajo,38,20.3
1358,0,0.17,Bajo,3,42.0
1359,1,0.68,Medio,40,32.07
1360,0,0.05,Bajo,31,11.58
1361,0,0.08,Bajo,41,35.22
1362,0,0.09,Bajo,37,23.84
1363,0,0.16,Bajo,2,27.11
1364,1,0.81,Alto,2,30.08
1365,0,0.05,Bajo,39,22.07
1366,0,0.23,Bajo,49,48.03
1367,1,0.64,Medio,42,15.07
1368,0,0.05,Bajo,44,30.57
1369,0,0.1,Bajo,34,33.81
1370,0,0.03,Bajo,42,30.41
1371,0,0.0,,20,28.09
1372,0,0.06,Bajo,33,26.23
1373,0,0.14,Bajo,4,21.97
1374,0,0.05,Bajo,45,21.79
1375,0,0.04,Bajo,44,41.59
1376,1,0.72,Alto,11,25.58
1377,0,0.15,Bajo,42,51.32
1378,1,0.66,Medio,47,36.69
1379,0,0.14,Bajo,5,6.68
1380,0,0.15,Bajo,25,38.83
1381,0,0.09,Bajo,49,29.47
1382,0,0.04,Bajo,60,16.1
1383,0,0.24,Bajo,37,43.04
1384,0,0.02,Bajo,34,25.64
1385,1,0.63,Medio,9,24.79
1386,1,0.27,Bajo,6,33.75
1387,0,0.05,Bajo,18,41.43
1388,0,0.24,Bajo,14,31.13
1389,0,0.04,Bajo,19,30.42
1390,0,0.12,Bajo,14,23.03
1391,1,0.58,Medio,40,41.26
1392,0,0.16,Bajo,17,31.23
1393,0,0.04,Bajo,60,27.75
1394,0,0.09,Bajo,35,26.5
1395,0,0.05,Bajo,29,40.27
1396,0,0.01,Bajo,42,27.38
1397,0,0.03,Bajo,17,40.29
1398,0,0.11,Bajo,59,25.28
1399,0,0.05,Bajo,43,37.22
1400,0,0.02,Bajo,8,32.07
1401,0,0.24,Bajo,1,20.49
1402,1,0.66,Medio,45,29.13
1403,1,0.79,Alto,53,8.09
1404,1,0.17,Bajo,36,22.56
1405,1,0.69,Medio,7,14.22
1406,0,0.02,Bajo,46,49.98
1407,0,0.02,Bajo,5,14.34
1408,0,0.16,Bajo,24,55.86
1409,1,0.62,Medio,28,35.14
1410,0,0.15,Bajo,43,24.81
1411,0,0.3,Bajo,17,38.06
1412,1,0.7,Medio,37,23.55
1413,0,0.12,Bajo,20,15.9
1414,0,0.15,Bajo,3,30.79
1415,0,0.04,Bajo,37,37.0
1416,0,0.12,Bajo,26,42.78
1417,0,0.09,Bajo,15,34.98
1418,0,0.07,Bajo,51,24.71
1419,0,0.07,Bajo,48,43.86
1420,0,0.01,Bajo,8,41.63
1421,0,0.01,Bajo,13,32.69
1422,0,0.11,Bajo,48,42.11
1423,1,0.25,Bajo,3,51.85
1424,1,0.61,Medio,1,24.56
1425,1,0.8,Alto,9,21.0
1426,0,0.11,Bajo,31,24.27
1427,0,0.07,Bajo,41,16.5
1428,0,0.14,Bajo,54,35.91
1429,0,0.02,Bajo,26,13.9
1430,0,0.12,Bajo,17,42.65
1431,0,0.01,Bajo,56,23.28
1432,0,0.05,Bajo,34,43.59
1433,1,0.41,Medio,9,5.57
1434,0,0.14,Bajo,56,26.15
1435,1,0.77,Alto,51,17.07
1436,0,0.01,Bajo,13,43.53
1437,0,0.11624768946395563,Bajo,5,46.79
1438,1,0.8,Alto,41,6.56
1439,1,0.71,Alto,13,38.66
1440,1,0.83,Alto,1,40.69
1441,0,0.01,Bajo,25,33.26
1442,0,0.01,Bajo,47,35.88
1443,0,0.02,Bajo,4,35.16
1444,0,0.11,Bajo,36,38.7
1445,0,0.03,Bajo,52,19.08
1446,1,0.71,Alto,10,42.0
1447,1,0.6,Medio,28,32.09
1448,0,0.01,Bajo,57,31.49
1449,0,0.09,Bajo,6,35.67
1450,0,0.07,Bajo,27,17.29
1451,0,0.03,Bajo,56,14.47
1452,0,0.0,,12,28.79
1453,0,0.05,Bajo,52,45.44
1454,0,0.04,Bajo,48,18.15
1455,0,0.03,Bajo,3,31.75
1456,1,0.69,Medio,46,22.83
1457,0,0.12,Bajo,33,21.49
1458,0,0.15,Bajo,10,35.01
1459,0,0.05,Bajo,31,37.59
1460,0,0.12,Bajo,15,22.12
1461,0,0.12,Bajo,7,43.87
1462,0,0.03,Bajo,36,34.23
1463,0,0.05,Bajo,14,27.58
1464,0,0.1,Bajo,56,33.48
1465,0,0.026247689463955635,Bajo,48,50.36
1466,0,0.02,Bajo,14,37.54
1467,0,0.12,Bajo,3,23.01
1468,0,0.18,Bajo,49,29.81
1469,0,0.11,Bajo,53,31.31
1470,0,0.06,Bajo,46,36.65
1471,0,0.06,Bajo,50,32.4
1472,0,0.07,Bajo,3,48.95
1473,1,0.78,Alto,22,27.73
1474,1,0.73,Alto,19,12.7
1475,0,0.14,Bajo,35,32.15
1476,0,0.03,Bajo,12,25.59
1477,0,0.21,Bajo,54,14.96
1478,0,0.04,Bajo,5,22.96
1479,0,0.06,Bajo,10,26.42
1480,0,0.18,Bajo,41,41.4
1481,0,0.04,Bajo,33,15.17
1482,0,0.03,Bajo,13,33.5
1483,1,0.72,Alto,35,52.2
1484,0,0.06,Bajo,51,28.25
1485,0,0.02,Bajo,32,27.96
1486,0,0.08,Bajo,11,37.2
1487,0,0.2,Bajo,48,35.22
1488,0,0.08,Bajo,38,44.18
1489,0,0.03,Bajo,24,28.33
1490,0,0.02,Bajo,35,37.02
1491,1,0.77,Alto,19,37.18
1492,0,0.0,,6,26.64
1493,0,0.03,Bajo,40,28.86
1494,0,0.19,Bajo,54,29.89
1495,0,0.13,Bajo,45,17.62
1496,1,0.78,Alto,44,26.11
1497,0,0.02,Bajo,42,44.96
1498,0,0.09,Bajo,35,40.38
1499,0,0.12,Bajo,4,24.2
1500,0,0.24,Bajo,33,29.84
1501,0,0.09,Bajo,13,39.71
1502,0,0.28,Bajo,56,34.43
1503,0,0.04,Bajo,36,38.0
1504,0,0.13,Bajo,54,35.34
1505,0,0.02,Bajo,43,32.15
1506,0,0.19,Bajo,19,28.34
1507,0,0.24,Bajo,43,18.05
1508,1,0.71,Alto,12,36.92
1509,1,0.78,Alto,11,27.78
1510,1,0.64,Medio,6,13.52
1511,0,0.34,Bajo,12,24.54
1512,0,0.08,Bajo,27,38.52
1513,1,0.8,Alto,41,10.84
1514,1,0.71,Alto,25,19.7
1515,0,0.0,,42,31.37
1516,0,0.12624768946395562,Bajo,3,44.06
1517,0,0.01,Bajo,3,40.0
1518,1,0.78,Alto,20,45.02
1519,0,0.06,Bajo,28,32.08
1520,0,0.12,Bajo,23,27.91
1521,1,0.77,Alto,48,38.43
1522,0,0.03,Bajo,3,21.01
1523,0,0.04,Bajo,42,20.23
1524,0,0.06,Bajo,24,18.45
1525,0,0.07,Bajo,43,40.89
1526,0,0.08,Bajo,40,21.65
1527,0,0.06,Bajo,6,40.01
1528,0,0.02,Bajo,20,31.48
1529,0,0.05,Bajo,11,41.02
1530,0,0.27,Bajo,32,18.95
1531,1,0.6,Medio,60,23.74
1532,1,0.18,Bajo,27,34.54
1533,0,0.1,Bajo,21,25.69
1534,1,0.82,Alto,44,5.07
1535,0,0.16,Bajo,48,16.28
1536,0,0.12,Bajo,50,18.87
1537,0,0.05,Bajo,13,19.61
1538,0,0.04,Bajo,22,36.82
1539,0,0.09,Bajo,35,33.37
1540,0,0.12,Bajo,47,31.62
1541,1,0.08,Bajo,22,50.09
1542,0,0.09,Bajo,28,41.75
1543,0,0.08,Bajo,21,38.02
1544,0,0.19,Bajo,46,15.05
1545,0,0.15,Bajo,18,30.6
1546,0,0.07,Bajo,31,32.99
1547,0,0.02,Bajo,60,25.85
1548,0,0.05,Bajo,46,47.06
1549,0,0.08,Bajo,37,30.51
1550,1,0.74,Alto,21,17.72
1551,0,0.17,Bajo,14,20.03
1552,0,0.08,Bajo,25,52.82
1553,0,0.08,Bajo,27,25.8
1554,1,0.81,Alto,40,9.21
1555,0,0.1,Bajo,60,24.01
1556,0,0.09,Bajo,60,11.73
1557,1,0.72,Alto,23,39.17
1558,0,0.15,Bajo,31,10.45
1559,1,0.66,Medio,47,15.98
1560,0,0.2,Bajo,60,30.04
1561,0,0.08,Bajo,29,41.09
1562,0,0.04,Bajo,47,29.31
1563,0,0.08,Bajo,30,17.42
1564,0,0.19,Bajo,51,31.83
1565,0,0.2,Bajo,26,25.32
1566,0,0.01,Bajo,20,41.33
1567,0,0.04,Bajo,38,38.55
1568,0,0.03,Bajo,19,24.63
1569,1,0.85,Alto,27,37.8
1570,0,0.04,Bajo,25,32.71
1571,0,0.02,Bajo,40,43.67
1572,0,0.05,Bajo,38,37.37
1573,1,0.19,Bajo,52,35.47
1574,1,0.78,Alto,23,43.28
1575,0,0.06,Bajo,29,30.15
1576,1,0.77,Alto,15,22.27
1577,0,0.08,Bajo,59,32.01
1578,0,0.04,Bajo,3,26.45
1579,0,0.14,Bajo,10,36.04
1580,0,0.06,Bajo,15,30.62
1581,0,0.18,Bajo,56,34.03
1582,0,0.49,Medio,16,17.96
1583,0,0.19,Bajo,17,35.08
1584,0,0.02,Bajo,19,17.15
1585,0,0.16,Bajo,11,39.62
1586,0,0.10624768946395563,Bajo,48,39.63
1587,0,0.09,Bajo,5,33.48
1588,0,0.07,Bajo,5,33.1
1589,0,0.08,Bajo,58,27.76
1590,1,0.18,Bajo,14,23.97
1591,0,0.04,Bajo,50,29.85
1592,0,0.04,Bajo,26,49.83
1593,0,0.07,Bajo,8,32.29
1594,0,0.02,Bajo,5,16.54
1595,0,0.1,Bajo,7,12.92
1596,0,0.03,Bajo,16,15.62
1597,0,0.44,Medio,55,26.22
1598,0,0.04624768946395564,Bajo,14,42.66
1599,0,0.01,Bajo,37,19.77
1600,0,0.19,Bajo,56,44.22
1601,0,0.0,,41,31.79
1602,0,0.03,Bajo,4,34.83
1603,0,0.05,Bajo,36,34.56
1604,0,0.07,Bajo,48,35.91
1605,0,0.13,Bajo,56,25.89
1606,1,0.84,Alto,17,6.66
1607,1,0.7,Medio,47,24.12
1608,0,0.05,Bajo,36,21.12
1609,0,0.01,Bajo,6,33.11
1610,1,0.72,Alto,16,32.19
1611,0,0.03,Bajo,29,27.28
1612,0,0.1,Bajo,36,47.56
1613,1,0.16,Bajo,38,23.59
1614,1,0.94,Alto,37,7.74
1615,0,0.05,Bajo,48,31.19
1616,1,0.6662476894639556,Medio,57,41.89
1617,0,0.11,Bajo,48,32.87
1618,0,0.03,Bajo,10,26.43
1619,0,0.09,Bajo,41,32.4
1620,0,0.06,Bajo,36,48.39
1621,0,0.08,Bajo,29,21.25
1622,1,0.7,Medio,14,30.31
1623,0,0.01,Bajo,4,36.7
1624,0,0.03,Bajo,44,32.54
1625,0,0.1,Bajo,56,27.52
1626,0,0.54,Medio,42,25.74
1627,0,0.03,Bajo,36,27.15
1628,1,0.72,Alto,50,35.32
1629,0,0.04,Bajo,45,34.74
1630,0,0.15,Bajo,13,50.95
1631,0,0.26,Bajo,46,14.63
1632,0,0.07,Bajo,18,47.58
1633,0,0.18,Bajo,33,27.96
1634,0,0.04,Bajo,21,29.09
1635,1,0.6762476894639556,Medio,16,38.59
1636,0,0.38,Bajo,15,38.52
1637,0,0.08,Bajo,54,41.57
1638,1,0.7962476894639556,Alto,57,43.75
1639,0,0.09,Bajo,5,29.6
1640,0,0.17,Bajo,6,43.88
1641,1,0.66,Medio,38,23.71
1642,0,0.02,Bajo,3,26.95
1643,0,0.15,Bajo,48,28.18
1644,0,0.39,Bajo,12,24.73
1645,0,0.11,Bajo,36,30.6
1646,0,0.11,Bajo,33,38.96
1647,0,0.07,Bajo,36,36.51
1648,0,0.04,Bajo,33,23.87
1649,0,0.14,Bajo,31,23.04
1650,0,0.05,Bajo,21,21.45
1651,0,0.06,Bajo,27,30.89
1652,1,0.29,Bajo,27,14.19
1653,0,0.09,Bajo,8,21.09
1654,0,0.03,Bajo,56,25.41
1655,0,0.12,Bajo,37,40.55
1656,0,0.02,Bajo,32,28.68
1657,1,0.71,Alto,26,40.06
1658,1,0.33,Bajo,2,31.88
1659,0,0.08,Bajo,12,25.26
1660,1,0.74,Alto,22,25.67
1661,0,0.02,Bajo,17,18.34
1662,0,0.21,Bajo,7,54.03
1663,0,0.1,Bajo,43,41.11
1664,0,0.08,Bajo,4,36.04
1665,0,0.04,Bajo,37,16.97
1666,0,0.05,Bajo,38,25.48
1667,0,0.04,Bajo,32,20.25
1668,1,0.07,Bajo,11,31.28
1669,1,0.74,Alto,1,20.73
1670,0,0.16,Bajo,25,23.3
1671,0,0.05,Bajo,42,20.99
1672,0,0.06,Bajo,52,27.6
1673,0,0.15,Bajo,24,30.71
1674,1,0.84,Alto,53,27.87
1675,1,0.62,Medio,43,45.33
1676,1,0.8262476894639557,Alto,56,38.11
1677,0,0.03,Bajo,17,22.17
1678,1,0.61,Medio,8,33.26
1679,0,0.14,Bajo,59,22.99
1680,0,0.11,Bajo,45,26.05
1681,0,0.0,,27,34.79
1682,1,0.74,Alto,52,36.66
1683,1,0.77,Alto,18,24.13
1684,0,0.14,Bajo,27,18.95
1685,0,0.04,Bajo,22,30.88
1686,1,0.74,Alto,16,34.35
1687,0,0.06,Bajo,2,23.62
1688,0,0.02,Bajo,5,38.17
1689,0,0.04,Bajo,18,36.39
1690,0,0.13,Bajo,3,23.47
1691,1,0.68,Medio,27,41.3
1692,0,0.01,Bajo,54,41.61
1693,0,0.12,Bajo,17,50.68
1694,0,0.33,Bajo,16,47.12
1695,0,0.1,Bajo,6,20.97
1696,0,0.09,Bajo,51,39.25
1697,1,0.61,Medio,7,38.8
1698,0,0.56,Medio,50,26.52
1699,1,0.66,Medio,14,34.55
1700,1,0.67,Medio,38,11.22
1701,0,0.18,Bajo,40,10.95
1702,0,0.14,Bajo,15,12.85
